rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
5,5,2,OLD,20181171,바울,2018-10-31,39386300,1.5,12385650,45.9,1665419500,5304,1769,50,210599,129,192
6,6,0,OLD,20183073,베일리 어게인,2018-11-22,39272900,1.5,-832900,-2.1,480114200,4917,-124,-2.5,55212,189,508
7,7,4,OLD,20177552,국가부도의 날,2018-11-28,34504000,1.4,14045700,68.7,173615300,3953,2382,151.6,19208,22,22
8,8,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,22540100,0.9,1951400,9.5,2576143400,2730,268,10.9,303594,138,176
9,9,-4,OLD,20179230,도어락,2018-12-05,20254000,0.8,-28269000,-58.3,78373000,2282,-5151,-69.3,11125,11,13
10,10,-1,OLD,20182669,툴리,2018-11-22,15102100,0.6,1012300,7.2,236832800,1904,100,5.5,28033,161,251
1,1,6,OLD,20177552,국가부도의 날,2018-11-28,1800650600,39.9,1766146600,5118.7,1974265900,301330,297377,7522.8,320538,1180,5726
2,2,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,1306567050,29.0,257851700,24.6,44418785835,202908,71073,53.9,5115145,928,3408
3,3,-1,OLD,20184481,성난황소,2018-11-22,503819700,11.2,-147029200,-22.6,9882728386,83461,616,0.7,1183538,695,2467
4,4,34,OLD,20181905,후드,2018-11-28,357404000,7.9,355667000,20475.9,378012500,58586,58393,30255.4,60784,628,2191
5,5,-2,OLD,20177538,완벽한 타인,2018-10-31,218425100,4.8,-78327100,-26.4,41973874574,35837,-2531,-6.6,5005211,537,1131
6,6,-2,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,152251050,3.4,-101382200,-40,19527072706,25230,-6877,-21.4,2258557,449,866
7,7,15,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,33787050,0.7,29515050,690.9,41713050,5208,4674,875.3,6148,312,600
8,8,-2,OLD,20183073,베일리 어게인,2018-11-22,28209000,0.6,-11063900,-28.2,508323200,4235,-682,-13.9,59447,188,292
9,9,-4,OLD,20181171,바울,2018-10-31,14971450,0.3,-24414850,-62,1680390950,2261,-3043,-57.4,212860,70,93
10,10,-2,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,11597000,0.3,-10943100,-48.5,2587740400,1766,-964,-35.3,305360,64,72
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,1411054550,40.0,-389596050,-21.6,3385320450,181581,-119749,-39.7,502119,1133,5709
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1020031800,28.9,-286535250,-21.9,45438817635,127482,-75426,-37.2,5242627,896,3423
3,3,0,OLD,20184481,성난황소,2018-11-22,339691200,9.6,-164128500,-32.6,10222419586,43961,-39500,-47.3,1227499,673,2408
4,4,0,OLD,20181905,후드,2018-11-28,220381250,6.2,-137022750,-38.3,598393750,28957,-29629,-50.6,89741,577,2104
5,5,0,OLD,20177538,완벽한 타인,2018-10-31,174118700,4.9,-44306400,-20.3,42147993274,22632,-13205,-36.8,5027843,483,1033
6,6,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,119174450,3.4,-33076600,-21.7,19646247156,15663,-9567,-37.9,2274220,405,795
7,7,0,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,32452100,0.9,-1334950,-4,74165150,4253,-955,-18.3,10401,301,601
8,8,15,OLD,20179230,도어락,2018-12-05,26376000,0.7,23534000,828.1,107591000,4126,3720,916.3,15657,13,15
9,9,0,OLD,20181171,바울,2018-10-31,20872550,0.6,5901100,39.4,1701263500,2892,631,27.9,215752,71,97
10,10,-2,OLD,20183073,베일리 어게인,2018-11-22,21200400,0.6,-7008600,-24.8,529523600,2693,-1542,-36.4,62140,155,276
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,2049727220,40.4,638672670,45.3,5435047670,242516,60935,33.6,744635,1156,5964
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1614687854,31.8,594656054,58.3,47053505489,184033,56551,44.4,5426660,998,3861
3,3,0,OLD,20184481,성난황소,2018-11-22,455146926,9.0,115455726,34,10677566512,54861,10900,24.8,1282360,669,2382
4,4,0,OLD,20181905,후드,2018-11-28,301572524,5.9,81191274,36.8,899966274,37024,8067,27.9,126765,588,1995
5,5,0,OLD,20177538,완벽한 타인,2018-10-31,237894700,4.7,63776000,36.6,42385887974,28259,5627,24.9,5056102,499,1061
6,6,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,172129796,3.4,52955346,44.4,19818376952,20743,5080,32.4,2294963,411,776
7,7,0,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,39008900,0.8,6556800,20.2,113174050,4689,436,10.3,15090,313,557
8,8,1,OLD,20181171,바울,2018-10-31,31148050,0.6,10275500,49.2,1732411550,4117,1225,42.4,219869,88,111
9,9,1,OLD,20183073,베일리 어게인,2018-11-22,33078400,0.7,11878000,56,562602000,3711,1018,37.8,65851,157,274
10,10,1,OLD,20182966,투 프렌즈,2018-11-29,11859250,0.2,1609650,15.7,25375850,1781,167,10.3,3758,173,180
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,3781021791,41.8,1731294571,84.5,9216069461,427163,184647,76.1,1171798,1171,6302
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2996655884,33.1,1381968030,85.6,50050161373,328050,144017,78.3,5754710,1093,4725
3,3,0,OLD,20184481,성난황소,2018-11-22,758416725,8.4,303269799,66.6,11435983237,87084,32223,58.7,1369444,635,2151
4,4,0,OLD,20181905,후드,2018-11-28,470151275,5.2,168578751,55.9,1370117549,54017,16993,45.9,180782,597,1691
5,5,0,OLD,20177538,완벽한 타인,2018-10-31,368916300,4.1,131021600,55.1,42754804274,41080,12821,45.4,5097182,541,1160
6,6,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,312849366,3.5,140719570,81.8,20131226318,35764,15021,72.4,2330727,409,734
7,7,3,OLD,20182966,투 프렌즈,2018-11-29,65086450,0.7,53227200,448.8,90462300,8541,6760,379.6,12299,273,328
8,8,1,OLD,20183073,베일리 어게인,2018-11-22,56878400,0.6,23800000,72,619480400,6418,2707,72.9,72269,147,251
9,9,-2,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,45669100,0.5,6660200,17.1,158843150,5257,568,12.1,20347,274,404
10,10,-2,OLD,20181171,바울,2018-10-31,31604200,0.3,456150,1.5,1764015750,3843,-274,-6.7,223712,78,109
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,3542110050,43.0,-238911741,-6.3,12758179511,400083,-27080,-6.3,1571881,1152,6166
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2642813900,32.1,-353841984,-11.8,52692975273,292238,-35812,-10.9,6046948,1103,4706
3,3,0,OLD,20184481,성난황소,2018-11-22,720162200,8.7,-38254525,-5,12156145437,82221,-4863,-5.6,1451665,633,2086
4,4,0,OLD,20181905,후드,2018-11-28,405724000,4.9,-64427275,-13.7,1775841549,46476,-7541,-14,227258,603,1605
5,5,0,OLD,20177538,완벽한 타인,2018-10-31,312692700,3.8,-56223600,-15.2,43067496974,34861,-6219,-15.1,5132043,548,1154
6,6,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,272178200,3.3,-40671166,-13,20403404518,31454,-4310,-12.1,2362181,401,732
7,7,0,OLD,20182966,투 프렌즈,2018-11-29,62638350,0.8,-2448100,-3.8,153100650,8120,-421,-4.9,20419,273,330
8,8,0,OLD,20183073,베일리 어게인,2018-11-22,55211500,0.7,-1666900,-2.9,674691900,6170,-248,-3.9,78439,148,246
9,9,1,OLD,20181171,바울,2018-10-31,48892750,0.6,17288550,54.7,1812908500,6125,2282,59.4,229837,91,119
10,10,-1,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,41766500,0.5,-3902600,-8.5,200609650,4825,-432,-8.2,25172,264,385
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,1209795250,42.6,-2332314800,-65.8,13967974761,155844,-244239,-61,1727725,1138,5837
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,905280650,31.9,-1737533250,-65.7,53598255923,111720,-180518,-61.8,6158668,1033,4348
3,3,0,OLD,20184481,성난황소,2018-11-22,247351750,8.7,-472810450,-65.7,12403497187,31745,-50476,-61.4,1483410,605,2072
4,4,0,OLD,20181905,후드,2018-11-28,130909700,4.6,-274814300,-67.7,1906751249,17969,-28507,-61.3,245227,547,1509
5,5,0,OLD,20177538,완벽한 타인,2018-10-31,133056500,4.7,-179636200,-57.4,43200553474,16855,-18006,-51.7,5148898,514,1190
6,6,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,71755550,2.5,-200422650,-73.6,20475160068,9165,-22289,-70.9,2371346,379,680
7,7,3,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,19560750,0.7,-22205750,-53.2,220170400,2598,-2227,-46.2,27770,267,409
8,8,0,OLD,20183073,베일리 어게인,2018-11-22,15946700,0.6,-39264800,-71.1,690638600,2067,-4103,-66.5,80506,141,236
9,9,0,OLD,20181171,바울,2018-10-31,13852700,0.5,-35040050,-71.7,1826761200,1814,-4311,-70.4,231651,71,102
10,10,0,NEW,20179230,도어락,2018-12-05,12480800,0.4,12480800,100,121025800,1368,1368,100,17184,8,8
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,1112397950,40.0,-97397300,-8.1,15080372711,144472,-11372,-7.3,1872197,1173,5824
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,911587800,32.8,6307150,0.7,54509843723,114000,2280,2,6272668,1060,4366
3,3,0,OLD,20184481,성난황소,2018-11-22,217915450,7.8,-29436300,-11.9,12621412637,28533,-3212,-10.1,1511943,617,2037
4,4,1,OLD,20177538,완벽한 타인,2018-10-31,136206500,4.9,3150000,2.4,43336759974,17672,817,4.8,5166570,517,1176
5,5,-1,OLD,20181905,후드,2018-11-28,113399450,4.1,-17510250,-13.4,2020150699,15299,-2670,-14.9,260526,571,1503
6,6,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,70110000,2.5,-1645550,-2.3,20545270068,9314,149,1.6,2380660,385,672
7,7,0,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,22376550,0.8,2815800,14.4,242546950,3042,444,17.1,30812,268,408
8,8,2,OLD,20179230,도어락,2018-12-05,18565900,0.7,6085100,48.8,139591700,2858,1490,108.9,20042,19,19
9,9,0,NEW,20181764,모어 댄 블루,2018-12-12,16272000,0.6,16272000,100,23388000,2524,2524,100,3710,11,11
10,10,-1,OLD,20181171,바울,2018-10-31,16970600,0.6,3117900,22.5,1843731800,2212,398,21.9,233863,73,103
1,1,7,OLD,20179230,도어락,2018-12-05,959146850,28.3,940580950,5066.2,1098738550,122978,120120,4202.9,143020,854,4323
2,2,-1,OLD,20177552,국가부도의 날,2018-11-28,881901150,26.0,-230496800,-20.7,15962273861,111993,-32479,-22.5,1984190,975,4461
3,3,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,782250700,23.1,-129337100,-14.2,55292094423,96185,-17815,-15.6,6368853,845,3398
4,4,0,NEW,20178825,모털 엔진,2018-12-05,386672850,11.4,386672850,100,386672850,45519,45519,100,45519,661,2605
5,5,-2,OLD,20184481,성난황소,2018-11-22,76882750,2.3,-141032700,-64.7,12698295387,10630,-17903,-62.7,1522573,405,845
6,6,-2,OLD,20177538,완벽한 타인,2018-10-31,73753700,2.2,-62452800,-45.9,43410513674,9855,-7817,-44.2,5176425,308,594
7,7,10,OLD,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,45284100,1.3,38514100,568.9,61840100,6486,5693,717.9,8471,278,301
8,8,-3,OLD,20181905,후드,2018-11-28,33943700,1.0,-79455750,-70.1,2054094399,4662,-10637,-69.5,265188,259,429
9,9,-3,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,31325250,0.9,-38784750,-55.3,20576595318,3982,-5332,-57.2,2384642,146,228
10,10,1,OLD,20183073,베일리 어게인,2018-11-22,16141700,0.5,777300,5.1,722144700,2185,228,11.7,84648,76,99
1,1,0,OLD,20179230,도어락,2018-12-05,874480200,25.1,-84666650,-8.8,1973218750,112469,-10509,-8.5,255489,863,3986
2,2,0,OLD,20177552,국가부도의 날,2018-11-28,852869550,24.5,-29031600,-3.3,16815143411,108907,-3086,-2.8,2093097,960,4044
3,3,0,OLD,20185485,보헤미안 랩소디,2018-10-31,756668450,21.8,-25582250,-3.3,56048762873,94068,-2117,-2.2,6462921,832,3148
4,4,20,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,282801300,8.1,279929300,9746.8,289065300,36136,35777,9965.7,36909,265,1178
5,5,-1,OLD,20178825,모털 엔진,2018-12-05,221563250,6.4,-165109600,-42.7,608236100,26922,-18597,-40.9,72441,630,2269
6,6,5,OLD,20175547,스윙키즈,2018-12-19,72178000,2.1,63528000,734.4,99135000,10538,8808,509.1,14357,52,52
7,7,-1,OLD,20177538,완벽한 타인,2018-10-31,63787000,1.8,-9966700,-13.5,43474300674,8781,-1074,-10.9,5185206,296,477
8,8,-3,OLD,20184481,성난황소,2018-11-22,62854200,1.8,-14028550,-18.2,12761149587,8656,-1974,-18.6,1531229,362,623
9,9,0,NEW,20183288,헌터 킬러,2018-12-06,44313700,1.3,44313700,100,49641700,5606,5606,100,6198,226,428
10,10,-3,OLD,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,25638350,0.7,-19645750,-43.4,87478450,3866,-2620,-40.4,12337,252,270
1,1,0,OLD,20179230,도어락,2018-12-05,1173723004,26.4,299242804,34.2,3146941754,139818,27349,24.3,395307,913,4226
2,2,0,OLD,20177552,국가부도의 날,2018-11-28,1107575296,24.9,254705746,29.9,17922718707,129288,20381,18.7,2222385,982,4209
3,3,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1095328773,24.6,338660323,44.8,57144091646,122108,28040,29.8,6585029,891,3295
4,4,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,308408400,6.9,25607100,9.1,597473700,36331,195,0.5,73240,277,1196
5,5,0,OLD,20178825,모털 엔진,2018-12-05,271561031,6.1,49997781,22.6,879797131,30250,3328,12.4,102691,622,2132
6,6,1,OLD,20177538,완벽한 타인,2018-10-31,76937650,1.7,13150650,20.6,43551238324,9401,620,7.1,5194607,281,456
7,7,1,OLD,20184481,성난황소,2018-11-22,68886300,1.5,6032100,9.6,12830035887,8858,202,2.3,1540087,351,604
8,8,1,OLD,20183288,헌터 킬러,2018-12-06,49555000,1.1,5241300,11.8,99196700,5769,163,2.9,11967,220,396
9,9,7,OLD,20184529,트와이스랜드,2018-12-07,45101000,1.0,33186000,278.5,57016000,5042,3714,279.7,6370,53,158
10,10,0,OLD,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,34345550,0.8,8707200,34,121824000,4666,800,20.7,17003,260,286
1,1,1,OLD,20177552,국가부도의 날,2018-11-28,2286103244,25.5,1178527948,106.4,20208821951,256115,126827,98.1,2478500,976,4520
2,2,1,OLD,20185485,보헤미안 랩소디,2018-10-31,2283092918,25.5,1187764145,108.4,59427184564,250812,128704,105.4,6835841,953,3735
3,3,-2,OLD,20179230,도어락,2018-12-05,2028220706,22.7,854497702,72.8,5175162460,233867,94049,67.3,629174,954,4553
4,4,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,709451500,7.9,401043100,130,1306925200,82644,46313,127.5,155884,294,1320
5,5,0,OLD,20178825,모털 엔진,2018-12-05,499283338,5.6,227722307,83.9,1379080469,53109,22859,75.6,155800,600,1743
6,6,4,OLD,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,381419350,4.3,347073800,1010.5,503243350,49582,44916,962.6,66585,434,694
7,7,-1,OLD,20177538,완벽한 타인,2018-10-31,124869050,1.4,47931400,62.3,43676107374,14782,5381,57.2,5209389,283,446
8,8,6,OLD,20183650,번개맨의 비밀,2018-12-06,112419050,1.3,94963850,544,159026850,14058,11545,459.4,20373,309,424
9,9,-2,OLD,20184481,성난황소,2018-11-22,109863350,1.2,40977050,59.5,12939899237,13790,4932,55.7,1553877,317,511
10,10,-2,OLD,20183288,헌터 킬러,2018-12-06,80994900,0.9,31439900,63.4,180191600,9280,3511,60.9,21247,212,317
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,2194806000,26.9,-91297244,-4,22403627951,245798,-10317,-4,2724298,974,4451
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2029782750,24.8,-253310168,-11.1,61456967314,224342,-26470,-10.6,7060183,965,3726
3,3,0,OLD,20179230,도어락,2018-12-05,1736457050,21.2,-291763656,-14.4,6911619510,198391,-35476,-15.2,827565,948,4425
4,4,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,634378400,7.8,-75073100,-10.6,1941303600,74052,-8592,-10.4,229936,275,1280
5,5,1,OLD,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,436897600,5.3,55478250,14.5,940140950,56288,6706,13.5,122873,511,877
6,6,-1,OLD,20178825,모털 엔진,2018-12-05,443681800,5.4,-55601538,-11.1,1822762269,47572,-5537,-10.4,203372,582,1610
7,7,1,OLD,20183650,번개맨의 비밀,2018-12-06,120014550,1.5,7595500,6.8,279041400,14883,825,5.9,35256,305,417
8,8,1,OLD,20184481,성난황소,2018-11-22,106848850,1.3,-3014500,-2.7,13046748087,13387,-403,-2.9,1567264,309,489
9,9,-2,OLD,20177538,완벽한 타인,2018-10-31,108972550,1.3,-15896500,-12.7,43785079924,12904,-1878,-12.7,5222293,269,420
10,10,0,OLD,20183288,헌터 킬러,2018-12-06,79859400,1.0,-1135500,-1.4,260051000,9203,-77,-0.8,30450,216,317
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,662302600,27.0,-1532503400,-69.8,23065930551,84333,-161465,-65.7,2808631,952,4147
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,627936850,25.6,-1401845900,-69.1,62084904164,78044,-146298,-65.2,7138227,914,3472
3,3,0,OLD,20179230,도어락,2018-12-05,576133500,23.4,-1160323550,-66.8,7487753010,73418,-124973,-63,900983,919,4130
4,4,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,147548000,6.0,-486830400,-76.7,2088851600,19211,-54841,-74.1,249147,253,1111
5,5,1,OLD,20178825,모털 엔진,2018-12-05,121019600,4.9,-322662200,-72.7,1943781869,14755,-32817,-69,218127,574,1447
6,6,3,OLD,20177538,완벽한 타인,2018-10-31,48197450,2.0,-60775100,-55.8,43833277374,6473,-6431,-49.8,5228766,290,474
7,7,13,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,45960950,1.9,34721300,308.9,81568600,5706,4676,454,9141,301,460
8,8,2,OLD,20183288,헌터 킬러,2018-12-06,41821550,1.7,-38037850,-47.6,301872550,5529,-3674,-39.9,35979,216,343
9,9,-1,OLD,20184481,성난황소,2018-11-22,37230550,1.5,-69618300,-65.2,13083978637,5194,-8193,-61.2,1572458,312,500
10,10,-5,OLD,20183745,런닝맨 : 풀룰루의 역습,2018-12-05,17468650,0.7,-419428950,-96,957609600,2579,-53709,-95.4,125452,238,284
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,692226800,27.2,29924200,4.5,23758157351,89309,4976,5.9,2897940,1012,4209
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,663764850,26.1,35828000,5.7,62748669014,83529,5485,7,7221756,934,3485
3,3,0,OLD,20179230,도어락,2018-12-05,527823200,20.8,-48310300,-8.4,8015576210,68035,-5383,-7.3,969018,913,4084
4,4,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,143429000,5.6,-4119000,-2.8,2232280600,18498,-713,-3.7,267645,252,1104
5,5,0,OLD,20178825,모털 엔진,2018-12-05,123515500,4.9,2495900,2.1,2067297369,15336,581,3.9,233463,569,1412
6,6,1,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,52616600,2.1,6655650,14.5,134185200,6459,753,13.2,15600,303,465
7,7,-1,OLD,20177538,완벽한 타인,2018-10-31,47755000,1.9,-442450,-0.9,43881032374,6379,-94,-1.5,5235145,277,465
8,8,1,OLD,20184481,성난황소,2018-11-22,38738750,1.5,1508200,4.1,13122717387,5279,85,1.6,1577737,309,494
9,9,-1,OLD,20183288,헌터 킬러,2018-12-06,37389200,1.5,-4432350,-10.6,339261750,5015,-514,-9.3,40994,224,340
10,10,28,OLD,20175547,스윙키즈,2018-12-19,34841000,1.4,33737000,3055.9,166906000,4702,4518,2455.4,23867,14,14
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,661832000,23.7,-30394800,-4.4,24419989351,85784,-3525,-3.9,2983724,896,3640
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,660970450,23.7,-2794400,-0.4,63409639464,82993,-536,-0.6,7304749,845,3082
3,3,0,OLD,20179230,도어락,2018-12-05,505783050,18.1,-22040150,-4.2,8521359260,66503,-1532,-2.3,1035521,838,3402
4,4,2,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,313158050,11.2,260541450,495.2,447343250,40476,34017,526.7,56076,676,2720
5,5,-1,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,147117500,5.3,3688500,2.6,2379398100,19781,1283,6.9,287426,221,772
6,6,11,OLD,20182082,부탁 하나만 들어줘,2018-12-12,139198300,5.0,132161800,1878.2,173603800,17216,16267,1714.1,21570,457,1506
7,7,-2,OLD,20178825,모털 엔진,2018-12-05,54939050,2.0,-68576450,-55.5,2122236419,7576,-7760,-50.6,241039,286,426
8,8,-1,OLD,20177538,완벽한 타인,2018-10-31,46290300,1.7,-1464700,-3.1,43927322674,6139,-240,-3.8,5241284,234,385
9,9,31,OLD,20183685,엘리엇과 산타 썰매단,2018-12-12,29766300,1.1,28506300,2262.4,31944300,4865,4655,2216.7,5228,205,216
10,10,12,OLD,20181764,모어 댄 블루,2018-12-12,33008600,1.2,29037200,731.2,66664000,4049,3504,642.9,9091,128,318
1,1,0,OLD,20177552,국가부도의 날,2018-11-28,686522150,24.6,24690150,3.7,25106511501,87984,2200,2.6,3071708,919,3574
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,670375450,24.0,9405000,1.4,64080014914,83962,969,1.2,7388711,844,3074
3,3,0,OLD,20179230,도어락,2018-12-05,492799050,17.7,-12984000,-2.6,9014158310,65151,-1352,-2,1100672,822,3168
4,4,0,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,282711800,10.1,-30446250,-9.7,730055050,36083,-4393,-10.9,92159,688,2609
5,5,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,120555500,4.3,-26562000,-18.1,2499953600,16136,-3645,-18.4,303562,223,723
6,6,0,OLD,20182082,부탁 하나만 들어줘,2018-12-12,114810150,4.1,-24388150,-17.5,288413950,14002,-3214,-18.7,35572,461,1399
7,7,1,OLD,20177538,완벽한 타인,2018-10-31,47015500,1.7,725200,1.6,43974338174,6564,425,6.9,5247848,233,362
8,8,-1,OLD,20178825,모털 엔진,2018-12-05,44442700,1.6,-10496350,-19.1,2166679119,6052,-1524,-20.1,247091,258,370
9,9,0,OLD,20183685,엘리엇과 산타 썰매단,2018-12-12,25465800,0.9,-4300500,-14.4,57410100,4369,-496,-10.2,9597,210,218
10,10,1,OLD,20184481,성난황소,2018-11-22,22859450,0.8,2027150,9.7,13166409137,3079,114,3.8,1583781,106,151
1,1,1,OLD,20185485,보헤미안 랩소디,2018-10-31,1005999400,25.6,335623950,50.1,65086014314,114156,30194,36,7502867,917,3299
2,2,-1,OLD,20177552,국가부도의 날,2018-11-28,898696465,22.8,212174315,30.9,26005207966,106108,18124,20.6,3177816,971,3766
3,3,0,OLD,20179230,도어락,2018-12-05,710310663,18.0,217511613,44.1,9724468973,88605,23454,36,1189277,861,3214
4,4,0,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,427097063,10.9,144385263,51.1,1157152113,51009,14926,41.4,143168,705,2505
5,5,0,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,178628100,4.5,58072600,48.2,2678581700,22364,6228,38.6,325926,245,779
